路径	类型	新状态	依据
D:\博士\Protein contour\Phospho\biophys_json\Q9Y5Y5.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y5Y6.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y5Y7.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y5Y9.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y5Z0.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y5Z4.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y5Z6.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y5Z7.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y5Z9.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y600.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y603.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y605.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y606.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y608.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y613.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y614.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y615.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y616.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y617.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y618.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y619.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y620.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y623.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y624.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y625.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y639.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y644.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y646.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y651.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y653.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y657.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y661.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y662.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y663.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y664.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y666.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y672.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q9Y673.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
